algorithm,name,description,qgis_output_type
saga:addpolygonattributestopoints,OUTPUT,Result,outputVector
saga:addrastervaluestofeatures,RESULT,Result,outputVector
saga:addrastervaluestopoints,RESULT,Result,outputVector
saga:aggregate,NA,NA,NA
saga:aggregatepointobservations,AGGREGATED,Aggregated,outputVector
saga:aggregationindex,RESULT,Result,outputVector
saga:analyticalhierarchyprocess,OUTPUT,Output Grid,outputRaster
saga:analyticalhillshading,SHADE,Analytical Hillshading,outputRaster
saga:angmap,E,Angle,outputRaster
saga:angmap,F,CL dipdir,outputRaster
saga:angmap,G,CL dip,outputRaster
saga:angulardistanceweighted,TARGET_OUT_GRID,Target Grid,outputRaster
saga:artificialneuralnetworkclassificationopencv,CLASSES,Classification,outputRaster
saga:aspectslopegrid,ASPECT_SLOPE,Aspect,outputRaster
saga:automatedcloudcoverassessment,CLOUD,Cloud Cover,outputRaster
saga:averagewithmask1,RESULT,AWM1 Grid,outputRaster
saga:averagewithmask2,RESULT,AWM2 Grid,outputRaster
saga:averagewiththereshold1,RESULT,AWT Grid,outputRaster
saga:averagewiththereshold2,RESULT,AWT Grid,outputRaster
saga:averagewiththereshold3,RESULT,AWT Grid,outputRaster
saga:basicterrainanalysis,SHADE,Analytical Hillshading,outputRaster
saga:basicterrainanalysis,SLOPE,Slope,outputRaster
saga:basicterrainanalysis,ASPECT,Aspect,outputRaster
saga:basicterrainanalysis,HCURV,Plan Curvature,outputRaster
saga:basicterrainanalysis,VCURV,Profile Curvature,outputRaster
saga:basicterrainanalysis,CONVERGENCE,Convergence Index,outputRaster
saga:basicterrainanalysis,SINKS,Closed Depressions,outputRaster
saga:basicterrainanalysis,FLOW,Total Catchment Area,outputRaster
saga:basicterrainanalysis,WETNESS,Topographic Wetness Index,outputRaster
saga:basicterrainanalysis,LSFACTOR,LS,outputRaster
saga:basicterrainanalysis,CHANNELS,Channel Network,outputVector
saga:basicterrainanalysis,BASINS,Drainage Basins,outputVector
saga:basicterrainanalysis,CHNL_BASE,Channel Network Base Level,outputRaster
saga:basicterrainanalysis,CHNL_DIST,Channel Network Distance,outputRaster
saga:basicterrainanalysis,VALL_DEPTH,Valley Depth,outputRaster
saga:basicterrainanalysis,RSP,Relative Slope Position,outputRaster
saga:binaryerosionreconstruction,OUTPUT_GRID,Output Grid,outputRaster
saga:bioclimaticvariables,BIO_01,Annual Mean Temperature,outputRaster
saga:bioclimaticvariables,BIO_02,Mean Diurnal Range,outputRaster
saga:bioclimaticvariables,BIO_03,Isothermality,outputRaster
saga:bioclimaticvariables,BIO_04,Temperature Seasonality,outputRaster
saga:bioclimaticvariables,BIO_05,Maximum Temperature of Warmest Month,outputRaster
saga:bioclimaticvariables,BIO_06,Minimum Temperature of Coldest Month,outputRaster
saga:bioclimaticvariables,BIO_07,Temperature Annual Range,outputRaster
saga:bioclimaticvariables,BIO_08,Mean Temperature of Wettest Quarter,outputRaster
saga:bioclimaticvariables,BIO_09,Mean Temperature of Driest Quarter,outputRaster
saga:bioclimaticvariables,BIO_10,Mean Temperature of Warmest Quarter,outputRaster
saga:bioclimaticvariables,BIO_11,Mean Temperature of Coldest Quarter,outputRaster
saga:bioclimaticvariables,BIO_12,Annual Precipitation,outputRaster
saga:bioclimaticvariables,BIO_13,Precipitation of Wettest Month,outputRaster
saga:bioclimaticvariables,BIO_14,Precipitation of Driest Month,outputRaster
saga:bioclimaticvariables,BIO_15,Precipitation Seasonality,outputRaster
saga:bioclimaticvariables,BIO_16,Precipitation of Wettest Quarter,outputRaster
saga:bioclimaticvariables,BIO_17,Precipitation of Driest Quarter,outputRaster
saga:bioclimaticvariables,BIO_18,Precipitation of Warmest Quarter,outputRaster
saga:bioclimaticvariables,BIO_19,Precipitation of Coldest Quarter,outputRaster
saga:boostingclassificationopencv,CLASSES,Classification,outputRaster
saga:bsplineapproximation,TARGET_OUT_GRID,Grid,outputRaster
saga:burnstreamnetworkintodem,BURN,Processed DEM,outputRaster
saga:catchmentarea,FLOW,Catchment Area,outputRaster
saga:catchmentareaflowtracing,FLOW,Flow Accumulation,outputRaster
saga:catchmentareaflowtracing,VAL_MEAN,Mean over Catchment,outputRaster
saga:catchmentareaflowtracing,ACCU_TOTAL,Accumulated Material,outputRaster
saga:catchmentareaflowtracing,ACCU_LEFT,Accumulated Material from left side,outputRaster
saga:catchmentareaflowtracing,ACCU_RIGHT,Accumulated Material from right side,outputRaster
saga:catchmentarearecursive,FLOW,Catchment Area,outputRaster
saga:catchmentarearecursive,VAL_MEAN,Mean over Catchment,outputRaster
saga:catchmentarearecursive,ACCU_TOTAL,Accumulated Material,outputRaster
saga:catchmentarearecursive,ACCU_LEFT,Accumulated Material from left side,outputRaster
saga:catchmentarearecursive,ACCU_RIGHT,Accumulated Material from right side,outputRaster
saga:catchmentarearecursive,FLOW_LENGTH,Flow Path Length,outputRaster
saga:catchmentarearecursive,WEIGHT_LOSS,Loss through Negative Weights,outputRaster
saga:categoricalcoincidence,CATEGORIES,Number of Categories,outputRaster
saga:categoricalcoincidence,COINCIDENCE,Coincidence,outputRaster
saga:categoricalcoincidence,MAJ_COUNT,Dominance of Majority,outputRaster
saga:categoricalcoincidence,MAJ_VALUE,Value of Majority,outputRaster
saga:cellbalance,BALANCE,Cell Balance,outputRaster
saga:changedatastorage,OUTPUT,Converted Grid,outputRaster
saga:changedateformat,OUTPUT,Output,outputVector
saga:changedetection,CHANGE,Changes,outputRaster
saga:changedetection,CHANGES,Changes,outputVector
saga:changetimeformat,OUTPUT,Output,outputVector
saga:channelnetwork,CHNLNTWRK,Channel Network,outputRaster
saga:channelnetwork,CHNLROUTE,Channel Direction,outputRaster
saga:channelnetwork,SHAPES,Channel Network,outputVector
saga:channelnetworkanddrainagebasins,DIRECTION,Flow Direction,outputRaster
saga:channelnetworkanddrainagebasins,CONNECTION,Flow Connectivity,outputRaster
saga:channelnetworkanddrainagebasins,ORDER,Strahler Order,outputRaster
saga:channelnetworkanddrainagebasins,BASIN,Drainage Basins,outputRaster
saga:channelnetworkanddrainagebasins,SEGMENTS,Channels,outputVector
saga:channelnetworkanddrainagebasins,BASINS,Drainage Basins,outputVector
saga:channelnetworkanddrainagebasins,NODES,Junctions,outputVector
saga:clippointswithpolygons,CLIPS,Clipped Points,outputVector
saga:cliprasterwithpolygon,OUTPUT,Clipped,outputRaster
saga:closegaps,RESULT,Changed Grid,outputRaster
saga:closegapswithspline,CLOSED,Closed Gaps Grid,outputRaster
saga:closegapswithstepwiseresampling,RESULT,Result,outputRaster
saga:closeonecellgaps,RESULT,Changed Grid,outputRaster
saga:clusteranalysis,RESULT,Result,outputVector
saga:clusteranalysis,STATISTICS,Statistics,outputVector
saga:clusteranalysisshapes,RESULT,Result,outputVector
saga:clusteranalysisshapes,STATISTICS,Result,outputVector
saga:concentration,CONC,Concentration,outputRaster
saga:confusionmatrixpolygonsgrid,CONFUSION,Confusion Matrix,outputVector
saga:confusionmatrixpolygonsgrid,CLASSES,Class Values,outputVector
saga:confusionmatrixpolygonsgrid,SUMMARY,Summary,outputVector
saga:confusionmatrixtwogrids,COMBINED,Combined Classes,outputRaster
saga:confusionmatrixtwogrids,CONFUSION,Confusion Matrix,outputVector
saga:confusionmatrixtwogrids,CLASSES,Class Values,outputVector
saga:confusionmatrixtwogrids,SUMMARY,Summary,outputVector
saga:connectivityanalysis,FILTERED_MASK,Filtered Image,outputRaster
saga:connectivityanalysis,SYMBOLIC_IMAGE,Symbolic Image,outputRaster
saga:connectivityanalysis,OUTLINES,Outlines,outputVector
saga:constantgrid,OUT_GRID,Target Grid,outputRaster
saga:contourlines,CONTOUR,Contour Lines,outputVector
saga:convergenceindex,RESULT,Convergence Index,outputRaster
saga:convergenceindexsearchradius,CONVERGENCE,Convergence Index,outputRaster
saga:convertdatastoragetype,OUTPUT,Converted Grid,outputRaster
saga:convertlinestopoints,POINTS,Points,outputVector
saga:convertlinestopolygons,POLYGONS,Polygons,outputVector
saga:convertmultipointstopoints,POINTS,Points,outputVector
saga:convertpointstolines,LINES,Lines,outputVector
saga:convertpolygonlineverticestopoints,POINTS,Points,outputVector
saga:convertpolygonstolines,LINES,Lines,outputVector
saga:convexhull,HULLS,Convex Hull,outputVector
saga:convexhull,BOXES,Minimum Bounding Box,outputVector
saga:covereddistance,RESULT,Covered Distance,outputRaster
saga:createlinesgraticule,GRATICULE_LINE,Lines Graticule,outputVector
saga:createpointgrid,POINTS,Point Grid,outputVector
saga:createpolygonsgraticule,GRATICULE_RECT,Rectangle Graticule,outputVector
saga:croptodata,OUTPUT,Cropped,outputRaster
saga:crossclassificationandtabulation,RESULTGRID,Cross,outputRaster
saga:crossclassificationandtabulation,RESULTTABLE,Cross,outputVector
saga:crossprofiles,PROFILES,Cross Profiles,outputVector
saga:curvatureclassification,CLASS,Curvature Classification,outputRaster
saga:cutvectorlayer,CUT,Result,outputVector
saga:decisiontreeclassificationopencv,CLASSES,Classification,outputRaster
saga:destriping,RESULT3,Destriped Grid,outputRaster
saga:destriping,RESULT1,Low,outputRaster
saga:destriping,RESULT2,Low,outputRaster
saga:destripingwithmask,RESULT3,Destriped Grid,outputRaster
saga:destripingwithmask,RESULT1,Low,outputRaster
saga:destripingwithmask,RESULT2,Low,outputRaster
saga:difference,RESULT,Difference,outputVector
saga:diffusepollutionrisk,DELIVERY,Delivery Index,outputRaster
saga:diffusepollutionrisk,RISK_POINT,Locational Risk,outputRaster
saga:diffusepollutionrisk,RISK_DIFFUSE,Diffuse Pollution Risk,outputRaster
saga:diffusivehillslopeevolutionadi,MODEL,Modelled Elevation,outputRaster
saga:diffusivehillslopeevolutionadi,DIFF,Elevation Difference,outputRaster
saga:diffusivehillslopeevolutionftcs,MODEL,Modelled Elevation,outputRaster
saga:diffusivehillslopeevolutionftcs,DIFF,Elevation Difference,outputRaster
saga:directionalaverage,RESULT,Output Grid,outputRaster
saga:directionalstatisticsforrasterlayer,MEAN,Arithmetic Mean,outputRaster
saga:directionalstatisticsforrasterlayer,DIFMEAN,Difference from Arithmetic Mean,outputRaster
saga:directionalstatisticsforrasterlayer,MIN,Minimum,outputRaster
saga:directionalstatisticsforrasterlayer,MAX,Maximum,outputRaster
saga:directionalstatisticsforrasterlayer,RANGE,Range,outputRaster
saga:directionalstatisticsforrasterlayer,VAR,Variance,outputRaster
saga:directionalstatisticsforrasterlayer,STDDEV,Standard Deviation,outputRaster
saga:directionalstatisticsforrasterlayer,STDDEVLO,Mean less Standard Deviation,outputRaster
saga:directionalstatisticsforrasterlayer,STDDEVHI,Mean plus Standard Deviation,outputRaster
saga:directionalstatisticsforrasterlayer,DEVMEAN,Deviation from Arithmetic Mean,outputRaster
saga:directionalstatisticsforrasterlayer,PERCENT,Percentile,outputRaster
saga:directionalstatisticsforrasterlayer,POINTS_OUT,Directional Statistics for Points,outputVector
saga:distancevigra,OUTPUT,Distance,outputRaster
saga:diurnalanisotropicheating,DAH,Diurnal Anisotropic Heating,outputRaster
saga:diversityofcategories,COUNT,Number of Categories,outputRaster
saga:diversityofcategories,DIVERSITY,Diversity,outputRaster
saga:diversityofcategories,SIZE_MEAN,Average Size,outputRaster
saga:diversityofcategories,SIZE_SKEW,Skewness,outputRaster
saga:diversityofcategories,CONNECTIVITY,Connectivity,outputRaster
saga:downslopedistancegradient,GRADIENT,Gradient,outputRaster
saga:downslopedistancegradient,DIFFERENCE,Gradient Difference,outputRaster
saga:dtmfilterslopebased,GROUND,Bare Earth,outputRaster
saga:dtmfilterslopebased,NONGROUND,Removed Objects,outputRaster
saga:earthsorbitalparameters,NA,NA,NA
saga:edgecontamination,CONTAMINATION,Edge Contamination,outputRaster
saga:edgedetectionvigra,OUTPUT,Edges,outputRaster
saga:effectiveairflowheights,AFH,Effective Air Flow Heights,outputRaster
saga:enhancedvegetationindex,EVI,Enhanced Vegetation Index,outputRaster
saga:enumeratetablefield,OUTPUT,Output,outputVector
saga:fastregiongrowingalgorithm,RESULT,Segmente,outputRaster
saga:fastregiongrowingalgorithm,MEAN,Mean,outputRaster
saga:fastrepresentativeness,RESULT,Output,outputRaster
saga:fastrepresentativeness,RESULT_LOD,Output Lod,outputRaster
saga:fastrepresentativeness,SEEDS,Output Seeds,outputRaster
saga:featureextents,EXTENTS,Extents,outputVector
saga:fieldstatistics,STATISTICS,Statistics,outputVector
saga:fillgapsinrecords,NOGAPS,Table without Gaps,outputVector
saga:fillsinks,RESULT,Filled DEM,outputRaster
saga:fillsinksqmofesp,FILLED,DEM Without Sinks,outputRaster
saga:fillsinksqmofesp,SINKS,Sinks,outputRaster
saga:fillsinkswangliu,FILLED,Filled DEM,outputRaster
saga:fillsinkswangliu,FDIR,Flow Directions,outputRaster
saga:fillsinkswangliu,WSHED,Watershed Basins,outputRaster
saga:fillsinksxxlwangliu,FILLED,Filled DEM,outputRaster
saga:findfieldofextremevalue,OUTPUT,Output,outputVector
saga:fireriskanalysis,DANGER,Danger,outputRaster
saga:fireriskanalysis,COMPPROB,Compound Probability,outputRaster
saga:fireriskanalysis,PRIORITY,Priority Index,outputRaster
saga:fitnpointsinpolygon,POINTS,Points,outputVector
saga:fixeddistancebuffer,BUFFER,Buffer,outputVector
saga:flatdetection,NOFLATS,No Flats,outputRaster
saga:flatdetection,FLATS,Flat Areas,outputRaster
saga:flattenpolygonlayer,OUTPUT,Output,outputVector
saga:flowaccumulationqmofesp,FLOW,Contributing Area,outputRaster
saga:flowpathlength,LENGTH,Flow Path Length,outputRaster
saga:flowwidthandspecificcatchmentarea,WIDTH,Flow Width,outputRaster
saga:flowwidthandspecificcatchmentarea,SCA,Specific Catchment Area ,outputRaster
saga:fourierfiltervigra,OUTPUT,Output,outputRaster
saga:fouriertransformationopencv,REAL,Fourier Transformation ,outputRaster
saga:fouriertransformationopencv,IMAG,Fourier Transformation ,outputRaster
saga:fouriertransforminversevigra,OUTPUT,Output,outputRaster
saga:fouriertransformrealvigra,OUTPUT,Output,outputRaster
saga:fouriertransformvigra,REAL,Real,outputRaster
saga:fouriertransformvigra,IMAG,Imaginary,outputRaster
saga:fragmentationalternative,DENSITY,Density ,outputRaster
saga:fragmentationalternative,CONNECTIVITY,Connectivity ,outputRaster
saga:fragmentationalternative,FRAGMENTATION,Fragmentation,outputRaster
saga:fragmentationalternative,FRAGSTATS,Summary,outputVector
saga:fragmentationclassesfromdensityandconnectivity,FRAGMENTATION,Fragmentation,outputRaster
saga:fragmentationstandard,DENSITY,Density ,outputRaster
saga:fragmentationstandard,CONNECTIVITY,Connectivity ,outputRaster
saga:fragmentationstandard,FRAGMENTATION,Fragmentation,outputRaster
saga:fragmentationstandard,FRAGSTATS,Summary,outputVector
saga:function,RESULT,Function,outputRaster
saga:functionfit,NA,NA,NA
saga:fuzzify,OUTPUT,Fuzzified Grid,outputRaster
saga:fuzzyintersectionand,AND,Intersection,outputRaster
saga:fuzzylandformelementclassification,PLAIN,Plain,outputRaster
saga:fuzzylandformelementclassification,PIT,Pit,outputRaster
saga:fuzzylandformelementclassification,PEAK,Peak,outputRaster
saga:fuzzylandformelementclassification,RIDGE,Ridge,outputRaster
saga:fuzzylandformelementclassification,CHANNEL,Channel,outputRaster
saga:fuzzylandformelementclassification,SADDLE,Saddle,outputRaster
saga:fuzzylandformelementclassification,BSLOPE,Back Slope,outputRaster
saga:fuzzylandformelementclassification,FSLOPE,Foot Slope,outputRaster
saga:fuzzylandformelementclassification,SSLOPE,Shoulder Slope,outputRaster
saga:fuzzylandformelementclassification,HOLLOW,Hollow,outputRaster
saga:fuzzylandformelementclassification,FHOLLOW,Foot Hollow,outputRaster
saga:fuzzylandformelementclassification,SHOLLOW,Shoulder Hollow,outputRaster
saga:fuzzylandformelementclassification,SPUR,Spur,outputRaster
saga:fuzzylandformelementclassification,FSPUR,Foot Spur,outputRaster
saga:fuzzylandformelementclassification,SSPUR,Shoulder Spur,outputRaster
saga:fuzzylandformelementclassification,FORM,Landform,outputRaster
saga:fuzzylandformelementclassification,MEM,Maximum Membership,outputRaster
saga:fuzzylandformelementclassification,ENTROPY,Entropy,outputRaster
saga:fuzzylandformelementclassification,CI,Confusion Index,outputRaster
saga:fuzzyunionor,OR,Union,outputRaster
saga:gaussianfilter,RESULT,Filtered Grid,outputRaster
saga:generateshapes,OUTPUT,Output,outputVector
saga:geodesicmorphologicalreconstruction,OBJECT_GRID,Object Grid,outputRaster
saga:geodesicmorphologicalreconstruction,DIFFERENCE_GRID,Difference Input ,outputRaster
saga:geographiccoordinategrids,LON,Longitude,outputRaster
saga:geographiccoordinategrids,LAT,Latitude,outputRaster
saga:geometricfigures,RESULT,Result,outputRaster
saga:globalmoransiforrasterlayer,RESULT,Result,outputVector
saga:gradientvectorfromcartesiantopolarcoordinates,DIR,Direction,outputRaster
saga:gradientvectorfromcartesiantopolarcoordinates,LEN,Length,outputRaster
saga:gradientvectorfrompolartocartesiancoordinates,DX,X Component,outputRaster
saga:gradientvectorfrompolartocartesiancoordinates,DY,Y Component,outputRaster
saga:gradientvectorsfromdirectionalcomponents,VECTORS,Gradient Vectors,outputVector
saga:gradientvectorsfromdirectionandlength,VECTORS,Gradient Vectors,outputVector
saga:gradientvectorsfromsurface,VECTORS,Gradient Vectors,outputVector
saga:gridcombination,NA,NA,NA
saga:gridstatisticsforpoints,RESULT,Statistics,outputVector
saga:gwrformultiplepredictorlayers,REGRESSION,Regression,outputRaster
saga:gwrformultiplepredictorlayers,QUALITY,Coefficient of Determination,outputRaster
saga:gwrformultiplepredictorlayers,RESIDUALS,Residuals,outputVector
saga:gwrformultiplepredictors,REGRESSION,Regression,outputVector
saga:gwrformultiplepredictorsgriddedmodeloutput,REGRESSION,Regression,outputVector
saga:gwrformultiplepredictorsgriddedmodeloutput,SLOPES,Slopes,outputRaster
saga:gwrformultiplepredictorsgriddedmodeloutput,TARGET_INTERCEPT,Intercept,outputRaster
saga:gwrformultiplepredictorsgriddedmodeloutput,TARGET_QUALITY,Quality,outputRaster
saga:gwrforsinglepredictorgriddedmodeloutput,TARGET_OUT_GRID,Target Grid,outputRaster
saga:gwrforsinglepredictorgriddedmodeloutput,INTERCEPT,Intercept,outputRaster
saga:gwrforsinglepredictorgriddedmodeloutput,SLOPE,Slope,outputRaster
saga:gwrforsinglepredictorgriddedmodeloutput,QUALITY,Quality,outputRaster
saga:gwrforsinglepredictorlayer,RESIDUALS,Residuals,outputVector
saga:gwrforsinglepredictorlayer,REGRESSION,Regression,outputRaster
saga:gwrforsinglepredictorlayer,QUALITY,Coefficient of Determination,outputRaster
saga:gwrforsinglepredictorlayer,INTERCEPT,Intercept,outputRaster
saga:gwrforsinglepredictorlayer,SLOPE,Slope,outputRaster
saga:histogramsurface,HIST,Histogram,outputRaster
saga:hypsometry,TABLE,Hypsometry,outputVector
saga:imcorrfeaturetracking,CORRPOINTS,Correlated Points,outputVector
saga:imcorrfeaturetracking,CORRLINES,Displacement Vector,outputVector
saga:interpolatecubicspline,TARGET_OUT_GRID,Grid,outputRaster
saga:intersect,RESULT,Intersect,outputVector
saga:inversedistanceweightedinterpolation,TARGET_OUT_GRID,Grid,outputRaster
saga:invertdatanodata,OUTPUT,Result,outputRaster
saga:invertgrid,INVERSE,Inverse Grid,outputRaster
saga:isodataclusteringforgrids,CLUSTER,Clusters,outputRaster
saga:kerneldensityestimation,TARGET_OUT_GRID,Kernel,outputRaster
saga:kmeansclusteringforgrids,CLUSTER,Clusters,outputRaster
saga:kmeansclusteringforgrids,STATISTICS,Statistics,outputVector
saga:knearestneighboursclassificationopencv,CLASSES,Classification,outputRaster
saga:lakeflood,OUTDEPTH,Lake,outputRaster
saga:lakeflood,OUTLEVEL,Surface,outputRaster
saga:landsurfacetemperature,LST,Land Surface Temperature ,outputRaster
saga:landusescenariogenerator,SCENARIO,Land Use Scenario,outputVector
saga:laplacianfilter,RESULT,Filtered Grid,outputRaster
saga:layerofextremevalue,RESULT,Result,outputRaster
saga:leastcostpaths,POINTS,Profile ,outputVector
saga:leastcostpaths,LINE,Profile ,outputVector
saga:linedissolve,DISSOLVED,Dissolved Lines,outputVector
saga:linepolygonintersection,INTERSECT,Intersection,outputVector
saga:lineproperties,OUTPUT,Lines with Property Attributes,outputVector
saga:linesimplification,OUTPUT,Simplified Lines,outputVector
saga:linesmoothing,LINES_OUT,Smoothed Lines,outputVector
saga:localminimaandmaxima,MINIMA,Minima,outputVector
saga:localminimaandmaxima,MAXIMA,Maxima,outputVector
saga:lsfactor,LS,LS Factor,outputRaster
saga:lsfactorfieldbased,STATISTICS,Field Statistics,outputVector
saga:lsfactorfieldbased,UPSLOPE_AREA,Upslope Length Factor,outputRaster
saga:lsfactorfieldbased,UPSLOPE_LENGTH,Effective Flow Length,outputRaster
saga:lsfactorfieldbased,UPSLOPE_SLOPE,Upslope Slope,outputRaster
saga:lsfactorfieldbased,LS_FACTOR,LS Factor,outputRaster
saga:lsfactorfieldbased,BALANCE,Sediment Balance,outputRaster
saga:majorityfilter,RESULT,Filtered Grid,outputRaster
saga:massbalanceindex,MBI,Mass Balance Index,outputRaster
saga:maximumentropypresenceprediction,PREDICTION,Presence Prediction,outputRaster
saga:maximumentropypresenceprediction,PROBABILITY,Presence Probability,outputRaster
saga:maximumflowpathlength,DISTANCE,Flow Path Length,outputRaster
saga:mergevectorlayers,MERGED,Merged Layer,outputVector
saga:meshdenoise,OUTPUT,Denoised Grid,outputRaster
saga:metricconversions,CONV,Converted Grid,outputRaster
saga:minimumdistanceanalysis,TABLE,Minimum Distance Analysis,outputVector
saga:mirrorgrid,MIRROR,Mirror Grid,outputRaster
saga:modifiedquadraticshepardinterpolation,TARGET_OUT_GRID,Grid,outputRaster
saga:monthlyglobalbylatitude,SOLARRAD,Solar Radiation,outputVector
saga:morphologicalfilter,RESULT,Filtered Grid,outputRaster
saga:morphologicalfilteropencv,OUTPUT,Output,outputRaster
saga:morphologicalfiltervigra,OUTPUT,Output,outputRaster
saga:morphometricfeatures,FEATURES,Morphometric Features,outputRaster
saga:morphometricfeatures,ELEVATION,Generalized Surface,outputRaster
saga:morphometricfeatures,SLOPE,Slope,outputRaster
saga:morphometricfeatures,ASPECT,Aspect,outputRaster
saga:morphometricfeatures,PROFC,Profile Curvature,outputRaster
saga:morphometricfeatures,PLANC,Plan Curvature,outputRaster
saga:morphometricfeatures,LONGC,Longitudinal Curvature,outputRaster
saga:morphometricfeatures,CROSC,Cross,outputRaster
saga:morphometricfeatures,MAXIC,Maximum Curvature,outputRaster
saga:morphometricfeatures,MINIC,Minimum Curvature,outputRaster
saga:morphometricprotectionindex,PROTECTION,Protection Index,outputRaster
saga:mosaicrasterlayers,TARGET_OUT_GRID,Grid,outputRaster
saga:multibandvariation,MEAN,Mean Distance,outputRaster
saga:multibandvariation,STDDEV,Standard Deviation,outputRaster
saga:multibandvariation,DIFF,Distance,outputRaster
saga:multidirectionleefilter,RESULT,Filtered Grid,outputRaster
saga:multidirectionleefilter,STDDEV,Minimum Standard Deviation,outputRaster
saga:multidirectionleefilter,DIR,Direction of Minimum Standard Deviation,outputRaster
saga:multilevelbsplineinterpolation,TARGET_OUT_GRID,Grid,outputRaster
saga:multilevelbsplineinterpolationforcategories,TARGET_CATEGORIES,Categories,outputRaster
saga:multilevelbsplineinterpolationforcategories,TARGET_PROPABILITY,Probability,outputRaster
saga:multilevelbsplineinterpolationfromraster,TARGET_OUT_GRID,Grid,outputRaster
saga:multiplelinearregressionanalysis,NA,NA,NA
saga:multiplelinearregressionanalysisshapes,RESULTS,Results,outputVector
saga:multipleregressionanalysisgridandpredictorgrids,REGRESSION,Regression,outputRaster
saga:multipleregressionanalysisgridandpredictorgrids,RESIDUALS,Residuals,outputRaster
saga:multipleregressionanalysispointsandpredictorgrids,INFO_COEFF,Details,outputVector
saga:multipleregressionanalysispointsandpredictorgrids,INFO_MODEL,Details,outputVector
saga:multipleregressionanalysispointsandpredictorgrids,INFO_STEPS,Details,outputVector
saga:multipleregressionanalysispointsandpredictorgrids,RESIDUALS,Residuals,outputVector
saga:multipleregressionanalysispointsandpredictorgrids,REGRESSION,Regression,outputRaster
saga:multipleregressionanalysispointsandpredictorgrids,REGRESCORR,Regression with Residual Correction,outputRaster
saga:multipleregressionanalysispointsraster,INFO_COEFF,Details,outputVector
saga:multipleregressionanalysispointsraster,INFO_MODEL,Details,outputVector
saga:multipleregressionanalysispointsraster,INFO_STEPS,Details,outputVector
saga:multipleregressionanalysispointsraster,RESIDUALS,Residuals,outputVector
saga:multipleregressionanalysispointsraster,REGRESSION,Regression,outputRaster
saga:multipleregressionanalysisrasterraster,REGRESSION,Regression,outputRaster
saga:multipleregressionanalysisrasterraster,RESIDUALS,Residuals,outputRaster
saga:multipleregressionanalysisrasterraster,INFO_COEFF,Details,outputVector
saga:multipleregressionanalysisrasterraster,INFO_MODEL,Details,outputVector
saga:multipleregressionanalysisrasterraster,INFO_STEPS,Details,outputVector
saga:multiresolutionindexofvalleybottomflatnessmrvbf,MRVBF,MRVBF,outputRaster
saga:multiresolutionindexofvalleybottomflatnessmrvbf,MRRTF,MRRTF,outputRaster
saga:naturalneighbour,TARGET_OUT_GRID,Grid,outputRaster
saga:nearestneighbour,TARGET_OUT_GRID,Grid,outputRaster
saga:normalbayesclassificationopencv,PROBABILITY,Probability,outputRaster
saga:normalbayesclassificationopencv,CLASSES,Classification,outputRaster
saga:orderedweightedaveraging,OUTPUT,Output Grid,outputRaster
saga:ordinarykriging,PREDICTION,Prediction,outputRaster
saga:ordinarykriging,VARIANCE,Quality Measure,outputRaster
saga:overlandflowdistancetochannelnetwork,DISTANCE,Overland Flow Distance,outputRaster
saga:overlandflowdistancetochannelnetwork,DISTVERT,Vertical Overland Flow Distance,outputRaster
saga:overlandflowdistancetochannelnetwork,DISTHORZ,Horizontal Overland Flow Distance,outputRaster
saga:overlandflowkinematicwaved8,FLOW,Runoff,outputRaster
saga:overlandflowkinematicwaved8,GAUGES_FLOW,Flow at Gauges,outputVector
saga:paramemeltonruggednessnumber,AREA,Catchment Area,outputRaster
saga:paramemeltonruggednessnumber,ZMAX,Maximum Height,outputRaster
saga:paramemeltonruggednessnumber,MRN,Melton Ruggedness Number,outputRaster
saga:patching,COMPLETED,Completed Grid,outputRaster
saga:patternanalysis,RELATIVE,Relative Richness,outputRaster
saga:patternanalysis,DIVERSITY,Diversity,outputRaster
saga:patternanalysis,DOMINANCE,Dominance,outputRaster
saga:patternanalysis,FRAGMENTATION,Fragmentation,outputRaster
saga:patternanalysis,NDC,Number of Different Classes,outputRaster
saga:patternanalysis,CVN,Center Versus Neighbours,outputRaster
saga:petafterhargreavesgrid,PET,Potential Evapotranspiration,outputRaster
saga:petafterhargreavestable,NA,NA,NA
saga:pointdistances,DISTANCES,Distances,outputVector
saga:pointsfilter,FILTER,Filtered Points,outputVector
saga:pointstatisticsforpolygons,STATISTICS,Statistics,outputVector
saga:pointsthinning,THINNED,Thinned Points,outputVector
saga:polartocartesiancoordinates,CARTES,Cartesian Coordinates,outputVector
saga:polygoncentroids,CENTROIDS,Centroids,outputVector
saga:polygonclipping,S_OUTPUT,Output features,outputVector
saga:polygondissolveallpolygons,DISSOLVED,Dissolved,outputVector
saga:polygondissolvebyattribute,DISSOLVED,Dissolved,outputVector
saga:polygonidentity,RESULT,Identity,outputVector
saga:polygonlineintersection,INTERSECT,Intersection,outputVector
saga:polygonpartstoseparatepolygons,PARTS,Polygon Parts,outputVector
saga:polygonproperties,OUTPUT,Polygons with Property Attributes,outputVector
saga:polygonselfintersection,INTERSECT,Intersection,outputVector
saga:polygonshapeindices,INDEX,Shape Index,outputVector
saga:polygonstoedgesandnodes,EDGES,Edges,outputVector
saga:polygonstoedgesandnodes,NODES,Nodes,outputVector
saga:polygonunion,RESULT,Union,outputVector
saga:polygonupdate,RESULT,Updated polygons,outputVector
